ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-01,171.393720078,51.80941000171874,412.88677599571315,171.393720078,171.393720078,76.06838586485887,76.06838586485887,76.06838586485887,72.8535129336,72.8535129336,72.8535129336,4.820866066909537,4.820866066909537,4.820866066909537,-1.60599313565067,-1.60599313565067,-1.60599313565067,0.0,0.0,0.0,247.46210594285887
2015-01-02,171.40318230200108,56.40167622176947,413.2230458934736,171.40318230200108,171.40318230200108,60.4548255178086,60.4548255178086,60.4548255178086,72.8535129336,72.8535129336,72.8535129336,-11.491380009486564,-11.491380009486564,-11.491380009486564,-0.9073074063048325,-0.9073074063048325,-0.9073074063048325,0.0,0.0,0.0,231.8580078198097
2015-01-03,171.4126445260022,59.200061150575046,420.06744872811447,171.4126445260022,171.4126445260022,74.12284097976789,74.12284097976789,74.12284097976789,72.8535129336,72.8535129336,72.8535129336,1.5239254187484814,1.5239254187484814,1.5239254187484814,-0.2545973725805901,-0.2545973725805901,-0.2545973725805901,0.0,0.0,0.0,245.53548550577008
2015-01-04,171.42210675000328,51.38777039500118,404.6447228560384,171.42210675000328,171.42210675000328,67.26336012627085,67.26336012627085,67.26336012627085,72.8535129336,72.8535129336,72.8535129336,-5.913313553225009,-5.913313553225009,-5.913313553225009,0.3231607458958657,0.3231607458958657,0.3231607458958657,0.0,0.0,0.0,238.68546687627412
2015-01-05,171.4315689740044,64.24901576454357,452.95481047052283,171.4315689740044,171.4315689740044,80.80448803948954,80.80448803948954,80.80448803948954,72.8535129336,72.8535129336,72.8535129336,7.151093180905699,7.151093180905699,7.151093180905699,0.7998819249838456,0.7998819249838456,0.7998819249838456,0.0,0.0,0.0,252.23605701349393
2015-01-06,171.44103119800548,62.70242894541326,435.58425877126405,171.44103119800548,171.44103119800548,74.4108337695287,74.4108337695287,74.4108337695287,72.8535129336,72.8535129336,72.8535129336,0.4041419065007098,0.4041419065007098,0.4041419065007098,1.15317892942798,1.15317892942798,1.15317892942798,0.0,0.0,0.0,245.85186496753417
2015-01-07,171.4504934220066,76.20161298832058,433.4202848369103,171.4504934220066,171.4504934220066,77.72323021278524,77.72323021278524,77.72323021278524,72.8535129336,72.8535129336,72.8535129336,3.5046669895999907,3.5046669895999907,3.5046669895999907,1.3650502895852363,1.3650502895852363,1.3650502895852363,0.0,0.0,0.0,249.17372363479183
2015-01-08,171.45995564600767,69.66833269850879,441.87693715981044,171.45995564600767,171.45995564600767,79.09680762844238,79.09680762844238,79.09680762844238,72.8535129336,72.8535129336,72.8535129336,4.820866066914135,4.820866066914135,4.820866066914135,1.422428627928237,1.422428627928237,1.422428627928237,0.0,0.0,0.0,250.55676327445005
2015-01-09,171.46941787000875,46.852160976668834,424.98478137718035,171.46941787000875,171.46941787000875,62.67970549337996,62.67970549337996,62.67970549337996,72.8535129336,72.8535129336,72.8535129336,-11.491380009469808,-11.491380009469808,-11.491380009469808,1.317572569249769,1.317572569249769,1.317572569249769,0.0,0.0,0.0,234.14912336338872
2015-01-10,171.47888009400987,68.10667546867035,434.36393964811515,171.47888009400987,171.47888009400987,75.42572860510228,75.42572860510228,75.42572860510228,72.8535129336,72.8535129336,72.8535129336,1.5239254187481737,1.5239254187481737,1.5239254187481737,1.0482902527541043,1.0482902527541043,1.0482902527541043,0.0,0.0,0.0,246.90460869911215
2015-01-11,171.48834231801095,51.02070726084435,420.8928498562482,171.48834231801095,171.48834231801095,67.55818700169478,67.55818700169478,67.55818700169478,72.8535129336,72.8535129336,72.8535129336,-5.913313553217734,-5.913313553217734,-5.913313553217734,0.6179876213124985,0.6179876213124985,0.6179876213124985,0.0,0.0,0.0,239.0465293197057
2015-01-12,171.49780454201206,57.58542422441544,434.60951991241575,171.49780454201206,171.49780454201206,80.04014615105042,80.04014615105042,80.04014615105042,72.8535129336,72.8535129336,72.8535129336,7.151093180933465,7.151093180933465,7.151093180933465,0.03554003651695584,0.03554003651695584,0.03554003651695584,0.0,0.0,0.0,251.5379506930625
2015-01-13,171.50726676601315,62.5664738112466,427.40743003877407,171.50726676601315,171.50726676601315,72.57264603535762,72.57264603535762,72.57264603535762,72.8535129336,72.8535129336,72.8535129336,0.40414190651254583,0.40414190651254583,0.40414190651254583,-0.6850088047549225,-0.6850088047549225,-0.6850088047549225,0.0,0.0,0.0,244.07991280137077
2015-01-14,171.51672899001423,59.674926177686835,420.85687425386504,171.51672899001423,171.51672899001423,74.83326856213165,74.83326856213165,74.83326856213165,72.8535129336,72.8535129336,72.8535129336,3.5046669895397122,3.5046669895397122,3.5046669895397122,-1.5249113610080498,-1.5249113610080498,-1.5249113610080498,0.0,0.0,0.0,246.34999755214588
2015-01-15,171.52619121401534,65.80634190385808,432.7282321260252,171.52619121401534,171.52619121401534,75.21304919002067,75.21304919002067,75.21304919002067,72.8535129336,72.8535129336,72.8535129336,4.820866066918732,4.820866066918732,4.820866066918732,-2.4613298104980577,-2.4613298104980577,-2.4613298104980577,0.0,0.0,0.0,246.73924040403602
2015-01-16,171.53565343801642,52.10471960659865,408.91801223000886,171.53565343801642,171.53565343801642,57.89405318313906,57.89405318313906,57.89405318313906,72.8535129336,72.8535129336,72.8535129336,-11.491380009505065,-11.491380009505065,-11.491380009505065,-3.4680797409558797,-3.4680797409558797,-3.4680797409558797,0.0,0.0,0.0,229.42970662115547
2015-01-17,171.54511566201754,62.314150886152056,412.40159295267983,171.54511566201754,171.54511566201754,69.86095738205927,69.86095738205927,69.86095738205927,72.8535129336,72.8535129336,72.8535129336,1.523925418737995,1.523925418737995,1.523925418737995,-4.516480970278731,-4.516480970278731,-4.516480970278731,0.0,0.0,0.0,241.4060730440768
2015-01-18,171.55457788601862,63.32589446544082,409.4921857981493,171.55457788601862,171.55457788601862,61.36391022938311,61.36391022938311,61.36391022938311,72.8535129336,72.8535129336,72.8535129336,-5.913313553236809,-5.913313553236809,-5.913313553236809,-5.576289150980079,-5.576289150980079,-5.576289150980079,0.0,0.0,0.0,232.91848811540171
2015-01-19,171.56404011001973,63.17341854471142,418.2875663750998,171.56404011001973,171.56404011001973,73.38792685885565,73.38792685885565,73.38792685885565,72.8535129336,72.8535129336,72.8535129336,7.151093180925195,7.151093180925195,7.151093180925195,-6.616679255669555,-6.616679255669555,-6.616679255669555,0.0,0.0,0.0,244.95196696887538
2015-01-20,171.57350233402082,49.527878498830056,423.95278591778634,171.57350233402082,171.57350233402082,65.65040447795842,65.65040447795842,65.65040447795842,72.8535129336,72.8535129336,72.8535129336,0.4041419064772705,0.4041419064772705,0.4041419064772705,-7.607250362118843,-7.607250362118843,-7.607250362118843,0.0,0.0,0.0,237.22390681197925
2015-01-21,171.5829645580219,49.53516479365356,425.72136448396856,171.5829645580219,171.5829645580219,67.8391595147741,67.8391595147741,67.8391595147741,72.8535129336,72.8535129336,72.8535129336,3.504666989578148,3.504666989578148,3.504666989578148,-8.51902040840405,-8.51902040840405,-8.51902040840405,0.0,0.0,0.0,239.422124072796
2015-01-22,171.592426782023,58.962801945808266,418.1930200135771,171.592426782023,171.592426782023,68.34899920435946,68.34899920435946,68.34899920435946,72.8535129336,72.8535129336,72.8535129336,4.820866066992268,4.820866066992268,4.820866066992268,-9.325379796232808,-9.325379796232808,-9.325379796232808,0.0,0.0,0.0,239.94142598638246
2015-01-23,171.6018890060241,44.7424786620689,408.03041892515193,171.6018890060241,171.6018890060241,51.359159043012546,51.359159043012546,51.359159043012546,72.8535129336,72.8535129336,72.8535129336,-11.491380009479137,-11.491380009479137,-11.491380009479137,-10.00297388110832,-10.00297388110832,-10.00297388110832,0.0,0.0,0.0,222.96104804903663
2015-01-24,171.6113512300252,54.21650909630742,416.0390969002364,171.6113512300252,171.6113512300252,63.84495188457993,63.84495188457993,63.84495188457993,72.8535129336,72.8535129336,72.8535129336,1.523925418742726,1.523925418742726,1.523925418742726,-10.532486467762794,-10.532486467762794,-10.532486467762794,0.0,0.0,0.0,235.45630311460513
2015-01-25,171.6208134540263,51.96057565489747,395.34037638632594,171.6208134540263,171.6208134540263,56.04090001058927,56.04090001058927,56.04090001058927,72.8535129336,72.8535129336,72.8535129336,-5.913313553212608,-5.913313553212608,-5.913313553212608,-10.89929936979813,-10.89929936979813,-10.89929936979813,0.0,0.0,0.0,227.66171346461556
2015-01-26,171.63027567802737,55.16198334037707,416.8886982832442,171.63027567802737,171.63027567802737,68.91059930933623,68.91059930933623,68.91059930933623,72.8535129336,72.8535129336,72.8535129336,7.151093180916923,7.151093180916923,7.151093180916923,-11.09400680518069,-11.09400680518069,-11.09400680518069,0.0,0.0,0.0,240.54087498736362
2015-01-27,171.6397379020285,50.84662257703535,411.6153420166296,171.6397379020285,171.6397379020285,62.144887064789835,62.144887064789835,62.144887064789835,72.8535129336,72.8535129336,72.8535129336,0.4041419065362201,0.4041419065362201,0.4041419065362201,-11.112767775346382,-11.112767775346382,-11.112767775346382,0.0,0.0,0.0,233.7846249668183
2015-01-28,171.64920012602957,49.32916767939858,411.0253557302952,171.64920012602957,171.64920012602957,65.40069543953284,65.40069543953284,65.40069543953284,72.8535129336,72.8535129336,72.8535129336,3.504666989615719,3.504666989615719,3.504666989615719,-10.957484483682878,-10.957484483682878,-10.957484483682878,0.0,0.0,0.0,237.0498955655624
2015-01-29,171.65866235003068,45.860025300179664,416.15486841250663,171.65866235003068,171.65866235003068,67.03857885853607,67.03857885853607,67.03857885853607,72.8535129336,72.8535129336,72.8535129336,4.820866066955042,4.820866066955042,4.820866066955042,-10.63580014201898,-10.63580014201898,-10.63580014201898,0.0,0.0,0.0,238.69724120856677
2015-01-30,171.66812457403176,31.866836896439832,428.3249489815247,171.66812457403176,171.66812457403176,51.20121789185899,51.20121789185899,51.20121789185899,72.8535129336,72.8535129336,72.8535129336,-11.491380009488388,-11.491380009488388,-11.491380009488388,-10.16091503225262,-10.16091503225262,-10.16091503225262,0.0,0.0,0.0,222.86934246589075
2015-01-31,171.67758679803288,52.419887696793786,410.2054259202879,171.67758679803288,171.67758679803288,64.82621308496532,64.82621308496532,64.82621308496532,72.8535129336,72.8535129336,72.8535129336,1.5239254187424183,1.5239254187424183,1.5239254187424183,-9.551225267377095,-9.551225267377095,-9.551225267377095,0.0,0.0,0.0,236.50379988299818
2015-02-01,171.68704902203396,35.364055092018376,415.40687615202745,171.68704902203396,171.68704902203396,58.1104052173291,58.1104052173291,58.1104052173291,72.8535129336,72.8535129336,72.8535129336,-5.913313553231681,-5.913313553231681,-5.913313553231681,-8.829794163039212,-8.829794163039212,-8.829794163039212,0.0,0.0,0.0,229.79745423936305
2015-02-02,171.69651124603504,57.49385477932053,415.72579409578015,171.69651124603504,171.69651124603504,71.98093479350769,71.98093479350769,71.98093479350769,72.8535129336,72.8535129336,72.8535129336,7.151093180909151,7.151093180909151,7.151093180909151,-8.023671321001462,-8.023671321001462,-8.023671321001462,0.0,0.0,0.0,243.67744603954273
2015-02-03,171.70597347003616,56.06374662105167,429.79045759725915,171.70597347003616,171.70597347003616,66.09457555912468,66.09457555912468,66.09457555912468,72.8535129336,72.8535129336,72.8535129336,0.4041419064978811,0.4041419064978811,0.4041419064978811,-7.163079280973191,-7.163079280973191,-7.163079280973191,0.0,0.0,0.0,237.80054902916083
2015-02-04,171.71543569403724,61.63034989795276,430.532641936178,171.71543569403724,171.71543569403724,70.0776881520347,70.0776881520347,70.0776881520347,72.8535129336,72.8535129336,72.8535129336,3.504666989604797,3.504666989604797,3.504666989604797,-6.280491771170107,-6.280491771170107,-6.280491771170107,0.0,0.0,0.0,241.79312384607192
2015-02-05,171.72489791803835,65.4159479787222,434.71024917755403,171.72489791803835,171.72489791803835,72.26474794851347,72.26474794851347,72.26474794851347,72.8535129336,72.8535129336,72.8535129336,4.820866066959639,4.820866066959639,4.820866066959639,-5.409631052046167,-5.409631052046167,-5.409631052046167,0.0,0.0,0.0,243.98964586655183
2015-02-06,171.73436014203944,49.32748307199736,399.91909934470095,171.73436014203944,171.73436014203944,56.777718430566196,56.777718430566196,56.777718430566196,72.8535129336,72.8535129336,72.8535129336,-11.491380009497636,-11.491380009497636,-11.491380009497636,-4.584414493536173,-4.584414493536173,-4.584414493536173,0.0,0.0,0.0,228.51207857260562
2015-02-07,171.74382236604055,60.28055249925145,427.0828653196635,171.74382236604055,171.74382236604055,70.53955608141344,70.53955608141344,70.53955608141344,72.8535129336,72.8535129336,72.8535129336,1.5239254187521878,1.5239254187521878,1.5239254187521878,-3.8378822709387417,-3.8378822709387417,-3.8378822709387417,0.0,0.0,0.0,242.28337844745397
2015-02-08,171.75328459004163,60.39266323931756,423.0194349543888,171.75328459004163,171.75328459004163,63.73906052977367,63.73906052977367,63.73906052977367,72.8535129336,72.8535129336,72.8535129336,-5.913313553216905,-5.913313553216905,-5.913313553216905,-3.2011388506094214,-3.2011388506094214,-3.2011388506094214,0.0,0.0,0.0,235.4923451198153
2015-02-09,171.7627468140427,61.37142879295344,442.5144896042093,171.7627468140427,171.7627468140427,77.30226537732213,77.30226537732213,77.30226537732213,72.8535129336,72.8535129336,72.8535129336,7.151093180936418,7.151093180936418,7.151093180936418,-2.7023407372142882,-2.7023407372142882,-2.7023407372142882,0.0,0.0,0.0,249.06501219136484
2015-02-10,171.77220903804383,77.27849852944203,423.4791328893517,171.77220903804383,171.77220903804383,70.89189307042064,70.89189307042064,70.89189307042064,72.8535129336,72.8535129336,72.8535129336,0.40414190650971893,0.40414190650971893,0.40414190650971893,-2.3657617696890836,-2.3657617696890836,-2.3657617696890836,0.0,0.0,0.0,242.66410210846448
2015-02-11,171.7816712620449,55.955075072175546,428.8422642423656,171.7816712620449,171.7816712620449,74.14721480734174,74.14721480734174,74.14721480734174,72.8535129336,72.8535129336,72.8535129336,3.5046669896432334,3.5046669896432334,3.5046669896432334,-2.210965115901503,-2.210965115901503,-2.210965115901503,0.0,0.0,0.0,245.92888606938664
2015-02-12,171.79113348604602,69.19419169816419,427.617032301007,171.79113348604602,171.79113348604602,75.42227091474003,75.42227091474003,75.42227091474003,72.8535129336,72.8535129336,72.8535129336,4.820866066922413,4.820866066922413,4.820866066922413,-2.2521080857823885,-2.2521080857823885,-2.2521080857823885,0.0,0.0,0.0,247.21340440078603
